id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
571851270260053336,Habitación /Wifi/baño privado. Metro Plaza Egaña,322416623,Sujey,,La Reina,-33.44888,-70.57096,Private room,25000,1,12,2022-08-25,2.08,1,341,12,
571889132954308660,"Dpto a pasos Metro Esc Militar ,estaciona privado",18657537,Marta,,Las Condes,-33.41287,-70.58139,Entire home/apt,49000,1,59,2022-09-19,9.52,3,354,59,
571963646723035989,Espectacular departamento en Las Condes,169113174,Paulina,,Las Condes,-33.41162,-70.59145,Entire home/apt,70000,3,2,2022-09-19,0.43,1,295,2,
572323546723180727,Excelente departamento en Aldunate,447220954,Medicion,,Santiago,-33.46729,-70.65327,Entire home/apt,69000,3,0,,,1,362,0,
572465582147259911,"Lovely apartment, amazing views and swimming pool",21956834,Soledad,,Providencia,-33.43139,-70.61393,Entire home/apt,30000,28,1,2022-07-31,0.56,1,0,1,
572686234479494970,Departamento céntrico a paso de todo 2,55269561,Adriana,,Santiago,-33.45116,-70.65086,Entire home/apt,54940,2,9,2022-07-15,1.34,2,347,9,
572955367999434648,Depto a sólo 12 min aéreo + estacionamiento,447363088,Virgilio,,Pudahuel,-33.45762,-70.73159,Entire home/apt,58000,2,22,2022-09-21,3.49,1,359,22,
573099935428321356,Hermoso y cómodo departamento en Providencia,53033578,Francisco,,Providencia,-33.42884,-70.59032,Entire home/apt,70175,28,2,2022-07-20,0.52,1,117,2,
573104344171066582,Valle Nevado Cordillera SKIOUT Edificio LICANCABUR,287196445,HomChile,,Lo Barnechea,-33.35196,-70.24734,Entire home/apt,497878,2,0,,,17,0,0,
573255184523616360,Hermoso depto Bellas Artes,304742919,D Y A,,Santiago,-33.43735,-70.64511,Entire home/apt,35714,1,19,2022-08-30,2.89,2,362,19,
573259482029979105,Hermosa habitación a pasos del Barrio Lastarria,173726969,Nicolás,,Santiago,-33.44353,-70.64188,Private room,17200,1,33,2022-09-19,4.97,1,329,33,
573334573979751726,"LUGAR ENCANTADOR , BUENA UBICACION ,",383402885,Carlos,,Providencia,-33.42379,-70.62024,Entire home/apt,65000,2,2,2022-08-31,0.58,1,325,2,
573709775027224345,05 Amplia habitación con Baño en Floresta I,334519114,Natalia,,Providencia,-33.432789,-70.617371,Private room,29686,1,30,2022-09-19,5.17,12,350,30,
573751408237375705,02 Amplia habitación para 2 en Floresta I,334519114,Natalia,,Providencia,-33.43391,-70.61684,Shared room,24900,1,22,2022-09-19,3.55,12,358,22,
573787840193801101,03 Acogedora habitación en Floresta I,334519114,Natalia,,Providencia,-33.432789,-70.617371,Shared room,24900,1,24,2022-08-26,3.96,12,354,24,
573809462587839664,04 Amplia y doble habitación en Floresta I,334519114,Natalia,,Providencia,-33.43164,-70.61807,Shared room,23500,1,14,2022-09-18,2.07,12,362,14,
573813951897937153,Hermoso depto en casco histórico,73397537,Ana Maria,,Santiago,-33.43446,-70.65632,Entire home/apt,31429,1,9,2022-07-20,1.36,3,349,9,
573863718479420754,Lindo depto en tranquila calle a minutos del metro,450855,Maria Jose,,Providencia,-33.43868,-70.59439,Private room,25000,7,2,2022-08-25,0.32,1,328,2,
573892617383220977,Departamento 712 Santa Victoria,173428287,Vesna,,Santiago,-33.44813,-70.64263,Entire home/apt,26186,1,25,2022-09-11,3.87,5,344,25,
574008865478158011,Cálido Departamento en Santiago Centro,86393504,Christian,,Santiago,-33.44236,-70.64265,Entire home/apt,47569,4,19,2022-08-30,3.08,2,316,19,
574117606496260893,Estancias medicas.,428090423,My,,Providencia,-33.43262,-70.62084,Private room,20000,5,2,2022-05-10,0.31,36,365,2,
574557388497682714,Departamento en las Condes,447734997,Katty,,Las Condes,-33.41486,-70.60373,Entire home/apt,53000,2,35,2022-08-21,6.21,1,347,35,
574741346869457985,Hermosa casa segura y mucho espacio para compartir,260080873,Jose Miguel,,Las Condes,-33.421375,-70.584877,Entire home/apt,88000,5,5,2022-08-30,1.27,1,181,5,
574806132961784621,Hermoso departamento completo en Macul.,309745631,Jorge,,Macul,-33.47867,-70.60002,Entire home/apt,37857,2,12,2022-09-11,2.03,1,165,12,
575156161968842960,Exclusivo Departamento Estudio para 2 personas,314983612,Lilian,,Las Condes,-33.38233,-70.53034,Entire home/apt,60000,2,5,2022-04-16,0.80,3,363,5,
575380949737744118,Departamento San Martin Urbano 405,306610663,Alexis Ulises,,Santiago,-33.43411,-70.65969,Entire home/apt,45000,1,30,2022-06-27,4.62,4,264,30,
575436003699465463,Ñuñoa Metro Estadio Nacional Parking free SmatTv,284726162,Lisiane,,Ñuñoa,-33.46289,-70.59396,Entire home/apt,46714,25,0,,,5,302,0,
576086500968065688,Departamento Loft Higher Energy,448087119,Renato,,Providencia,-33.429157,-70.61924,Entire home/apt,79000,1,23,2022-09-06,3.47,7,350,23,
576102715507200377,Departamento Coliseum,448087119,Renato,,Providencia,-33.42964,-70.61879,Entire home/apt,65000,1,12,2022-07-20,1.88,7,356,12,
576114835863038851,Departamento Pirámide de Keops,448087119,Renato,,Providencia,-33.42846,-70.61867,Entire home/apt,65000,1,16,2022-08-27,2.89,7,357,16,
576118425690758798,Departamento Arkanos,448087119,Renato,,Providencia,-33.42937,-70.62038,Entire home/apt,60000,1,5,2022-07-18,0.75,7,280,5,
576144454100754658,"PRECIOSO DEPARTAMENTO MODERNO, DECORADO, TODO PARA",150012094,Marcela,,Providencia,-33.43689,-70.61231,Entire home/apt,80893,1,0,,,2,324,0,
576147318926950120,Departamento Loft Diesel,448087119,Renato,,Providencia,-33.4284,-70.61887,Entire home/apt,79000,1,21,2022-09-09,3.20,7,351,21,
576900022917927036,𝗦𝗔𝗡𝗧𝗜𝗔𝗚𝗢 𝗖𝗘𝗡𝗧𝗥𝗢 𝗗𝗘𝗣𝗧𝗢,87834908,Priscilla,,Santiago,-33.44979,-70.65461,Entire home/apt,41000,2,0,,,1,356,0,
576908895943710366,Lovely Apartment With sunset view - Pool - BBQ,102533509,Johanny,,La Reina,-33.45245,-70.57019,Entire home/apt,70000,12,1,2022-06-30,0.35,2,81,1,
577407955200656165,Agradable casa para quedarse unos dias,209959888,Camilo,,Macul,-33.4784,-70.61401,Private room,1500000,1,1,2022-04-21,0.19,1,365,1,
577544966286411143,"Hermoso departamento amoblado, con serv. Incluidos",448453876,Eugenio,,Santiago,-33.440331,-70.656784,Entire home/apt,40000,1,28,2022-09-21,4.47,2,356,28,
577559162439692856,Departamento nuevo con terraza totalmente equipado,236832279,Cristian,,Macul,-33.48669,-70.60011,Entire home/apt,43000,2,18,2022-09-03,2.77,1,351,18,
578010738377385445,Departamento con vista al cerro y terraza,57945643,Soledad,,Santiago,-33.44389,-70.64502,Entire home/apt,35571,1,1,2022-05-22,0.24,10,357,1,
578167094557765200,Loft. Departamento Diario en Santiago centro.,442581263,Central Suites,,Santiago,-33.438744,-70.644775,Private room,50000,1,13,2022-09-11,1.98,4,361,13,
578173490913189164,Arriendo Diario. Santiago centro. 1513,442581263,Central Suites,,Santiago,-33.43877,-70.6452,Private room,37143,1,2,2022-07-25,0.34,4,362,2,
578198728403073303,El Golf Plus | Fantastic 2 Bedroom in El Golf,60236912,Oasis Collections,,Las Condes,-33.4155,-70.59391,Entire home/apt,195553,30,0,,,7,52,0,""
578203982464496432,Carmencita St. | Classic 1 Bedroom in El Golf,60236912,Oasis Collections,,Las Condes,-33.4144,-70.59807,Entire home/apt,112279,14,0,,,7,104,0,
578212528248409475,Espectacular Departamento Centro Estación Central,415978597,Alberto,,Estación Central,-33.45592,-70.68962,Entire home/apt,30000,2,3,2022-09-13,2.73,2,82,3,
578299168211438655,Pieza separada con baño privado en departamento,233191402,Frank,,Vitacura,-33.40106,-70.58274,Private room,45000,4,0,,,1,362,0,
578454728228350716,Hermoso conjunto residencial cercano al metro,55156636,Eduardo,,Las Condes,-33.41294,-70.58971,Entire home/apt,41990,5,4,2022-08-28,0.99,3,144,4,
578730678615455987,A-Habitación en casa .muy acogedora .,318222416,Marisol,,Providencia,-33.44488,-70.62821,Private room,15000,1,33,2022-08-31,5.08,6,351,33,
578773312111574574,Dpto. cercano al Movistar A. y Club Hípico,433549974,Margreth,,Santiago,-33.456059,-70.664848,Entire home/apt,70714,1,19,2022-07-02,3.03,1,0,19,
578794103141689577,Depto para 5 personas de 2 dormitorios y 1 baño,448730910,Felipe,,Lo Barnechea,-33.33872,-70.2916,Entire home/apt,218571,4,2,2022-08-14,0.88,1,365,2,
578802496170007070,Amplia habitación en Las Condes,285125101,Rodrigo,,Las Condes,-33.42166,-70.58216,Private room,13000,20,1,2022-05-04,0.21,2,0,1,
578818295610305168,Hermosa habitación en Barrio Turistico de Santiago,118530324,Kim,,Santiago,-33.44985,-70.63491,Private room,25000,20,0,,,1,365,0,
578883967418626681,En Valle Nevado Edifcio CerroPintor SKI OUT 10PAX,287196445,HomChile,,Lo Barnechea,-33.35324,-70.24714,Entire home/apt,619662,2,1,2022-08-27,1,17,24,1,
578901493234089894,Habitación cercana al Estadio Nacional y CEO,177151132,Jacqueline,,Ñuñoa,-33.46381,-70.57686,Private room,36714,2,1,2022-05-08,0.22,2,82,1,
578913775336718303,Vitacura Family | Eclectic 3 Bedroom in Las Condes,60236912,Oasis Collections,,Vitacura,-33.4044,-70.59162,Entire home/apt,273213,30,0,,,7,119,0,""
578931413182873082,El Golf Family | Gorgeous 4 Bedroom in El Golf,60236912,Oasis Collections,,Las Condes,-33.41711,-70.59044,Entire home/apt,233916,60,0,,,7,28,0,""
578959596189916886,Cómodo Departamento en sector Bellas Artes.,195859890,Rene,,Santiago,-33.4385,-70.6439,Entire home/apt,50000,2,2,2022-07-24,0.36,3,328,2,
578969862836179595,Beautiful and cozy apartment with large terrace,116561653,Ana María,,Las Condes,-33.40501,-70.55628,Entire home/apt,129419,15,4,2022-08-20,0.88,5,363,4,
579103745191771558,Fantástico y sereno departamento en Lastarria.,39185761,Mariana & Dominic,,Santiago,-33.43833,-70.64211,Entire home/apt,43000,1,20,2022-09-11,3.59,14,357,20,
579122762464829461,Departamento en el corazón Bellas Artes/Lastarria,39185761,Mariana & Dominic,,Santiago,-33.43685,-70.64554,Entire home/apt,39900,1,35,2022-09-18,5.71,14,362,35,
579585391965165598,Cozy and with the best location in Providencia,6081471,Ana,,Providencia,-33.42737,-70.61585,Entire home/apt,50044,10,1,2022-07-26,0.51,1,272,1,
579692547336380266,Lindo y Acogedor depto. 1D1B Nueva Las Condes,107579699,Rodolfo,,Las Condes,-33.40367,-70.56628,Entire home/apt,54900,4,4,2022-08-27,0.90,2,363,4,
579712519697352043,DEPARTAMENTO SANTIAGO CENTRO,73636703,Rodrigo,,Santiago,-33.440357,-70.657669,Entire home/apt,46859,1,19,2022-09-21,3.41,1,336,19,
579747746734815681,Departamento 1 ambiente Santiago centro,211924788,Rocio,,Santiago,-33.42853,-70.66845,Entire home/apt,36857,2,22,2022-08-15,3.38,2,5,22,
579829391682525408,Acogedora habitación en barrio Bellavista,448982639,Claudio,,Recoleta,-33.43235,-70.64222,Private room,20000,1,15,2022-08-29,4.17,1,362,15,
579896239664028677,Habitación Privada cerca de metro,64586277,Francisco,,Estación Central,-33.45857,-70.70258,Private room,30000,1,0,,,1,365,0,
579930643640430266,"Depto. Amoblado c/balcón, centro de Santiago",445532098,Paula,,Santiago,-33.44955,-70.6397,Entire home/apt,30000,2,18,2022-09-03,2.81,1,342,18,
580255434556162527,"Brizen Apartments - Manuel Montt, Providencia II",54511305,Iris,,Providencia,-33.42924,-70.61954,Entire home/apt,55000,2,2,2022-08-20,0.33,7,361,2,
580403643769001137,Cómodo departamento con estacionamiento privado,171977372,Alejandro Hernan,,Santiago,-33.4458,-70.63572,Entire home/apt,45000,2,3,2022-07-18,1.25,1,359,3,
580420036921832506,Awesome Loft/Bellas Artes/Workplace/Pet Friendly,393438455,Lucas,,Santiago,-33.43829,-70.6436,Entire home/apt,62434,2,13,2022-09-11,2.38,14,350,13,
581029405577079465,Cómodo departamento a pasos metro y supermercado,211924788,Rocio,,San Miguel,-33.51278,-70.65895,Entire home/apt,86429,3,2,2022-04-09,0.32,2,364,2,
581030160974483735,Departamento Suite El Golf 3 Parking incluido,345429283,Miriam,,Las Condes,-33.41552,-70.60084,Entire home/apt,64000,1,3,2022-09-07,0.47,13,362,3,
581062369897992836,Amplio departamento para disfrutar la cordillera,416714318,Nicolas,,Lo Barnechea,-33.33634,-70.29244,Entire home/apt,200000,2,7,2022-09-01,2.56,1,356,7,
581220569611037274,Cómodo departamento en centro de Santiago,439137515,Javier,,Estación Central,-33.45317,-70.69603,Entire home/apt,50000,3,3,2022-08-10,0.49,1,347,3,
581321940176791011,Plaza 404,428090423,My,,Santiago,-33.43771,-70.65139,Entire home/apt,53333,1,2,2022-04-09,0.33,36,365,2,
581349046748275112,Acogedor departamento en Macul arriendo por día,449290483,Patricia,,La Florida,-33.51009,-70.58795,Entire home/apt,49286,1,10,2022-09-21,1.88,1,77,10,
581390570816211892,Distinguido departamento en el centro de Santiago5,190446812,Felipe,,Santiago,-33.433475,-70.654549,Entire home/apt,85000,1,27,2022-09-11,4.33,5,357,27,
581424853807978451,Hermoso departamento en   zona de  Las Condes,180927952,Diana,,Las Condes,-33.41022,-70.57131,Entire home/apt,40000,1,13,2022-09-14,2.35,4,295,13,
581556945963219264,Alojamiento cercano al Estadio Nacional y CEO,177151132,Jacqueline,,Ñuñoa,-33.46338,-70.57677,Private room,37000,2,1,2022-03-19,0.16,2,359,1,
581772320992938952,"HERMOSO DEPTO RESIDENCIAL, EXCELENTE UBICACIÓN",243133008,Andrea,,Huechuraba,-33.36259,-70.67551,Entire home/apt,140000,2,4,2022-06-27,0.69,1,325,4,
581898980203478607,Departamento 2 dormitorios 2 baños en el Centro,130514937,Glisett,,Santiago,-33.43988,-70.65589,Entire home/apt,55000,1,3,2022-07-18,0.66,5,348,3,
581957194965780475,Dos habitaciones + dos baños +Parking Gratis,150762132,Oriana,,Santiago,-33.44258,-70.64126,Entire home/apt,56000,3,17,2022-08-21,2.71,6,74,17,
581980605792321741,Conchita h11 cudruple,428090423,My,,Providencia,-33.43226,-70.61785,Private room,60000,1,1,2022-04-28,0.20,36,365,1,
581988535651762977,Conchita H1,428090423,My,,Providencia,-33.43367,-70.61713,Shared room,15000,1,0,,,36,365,0,
582002624693794898,Conchita H3,428090423,My,,Providencia,-33.43184,-70.61688,Private room,25000,3,1,2022-03-30,0.17,36,365,1,
582008909687642985,Conchita H2,428090423,My,,Providencia,-33.43384,-70.61852,Private room,50000,1,1,2022-03-25,0.16,36,365,1,
582020120997269900,Conchita H9,428090423,My,,Providencia,-33.43252,-70.61651,Private room,25000,3,0,,,36,365,0,
582024158438994461,"Casa familiar cerca Metro, barrio tranquilo.",127721524,Franco,,Las Condes,-33.41379,-70.54793,Entire home/apt,170615,2,2,2022-08-07,0.94,1,211,2,
582036784098427684,Conchita h5,428090423,My,,Providencia,-33.43251,-70.61845,Private room,40000,1,0,,,36,365,0,
582058485494303181,Departamento 2 dormitorios 2 baños con estacionami,167357409,Francisca,,Macul,-33.50893,-70.59203,Entire home/apt,111857,1,2,2022-07-31,0.32,4,223,2,
582065116717984376,Plaza H7,428090423,My,,Santiago,-33.43815,-70.65,Private room,25000,1,1,2022-04-10,0.18,36,365,1,
582445051866896352,7 LOFT moderno en ÑUÑOA cerca del metro,137180367,Daniel,,Ñuñoa,-33.46007,-70.57522,Entire home/apt,31206,1,6,2022-09-21,2.05,7,81,6,
582510488364368749,Departamento luminoso y bien ubicado,173032110,Valentina,,Ñuñoa,-33.45014,-70.62457,Entire home/apt,30000,10,1,2022-04-26,0.20,1,141,1,
582566840802896770,Hermoso departamento amoblado en Ñuñoa,241071146,Karina,,Ñuñoa,-33.44843,-70.60015,Entire home/apt,106429,3,11,2022-08-24,1.78,1,347,11,
582766649602593740,Habitación con baño en Vitacura,119648,Florentina,,Vitacura,-33.38987,-70.57033,Private room,20000,5,2,2022-06-28,0.41,3,335,2,
583112892464668459,Depto céntrico,392129837,Karen,,Santiago,-33.43865,-70.66324,Entire home/apt,33143,3,16,2022-08-07,2.91,1,52,16,
583139860206682564,"TOP1 SKI OUT, En Valle Nevado, edificio Tupungato",287196445,HomChile,,Lo Barnechea,-33.35399,-70.24701,Entire home/apt,628886,2,0,,,17,365,0,
583141564169992511,Deco Apartment c/estac. Barrio Presidencial • STGO,424686043,Carolina,,Santiago,-33.445457,-70.671089,Entire home/apt,30857,1,47,2022-09-14,8.25,1,316,47,
583154344625057748,"Gran terraza. Lavadora y secadora, estacionamiento",238517127,Dana,,Vitacura,-33.39244,-70.55584,Entire home/apt,70000,7,0,,,1,365,0,
583196444262573800,Hermoso loft en Lira 140,302537729,Allyson,,Santiago,-33.44522,-70.64147,Entire home/apt,35000,2,18,2022-09-11,2.86,1,362,18,
583200323409854862,Habitación Casco Histórico Santiago,177877854,Bianca Dayana,,Santiago,-33.43317,-70.659866,Private room,18571,2,0,,,1,260,0,
583203795148068674,Habitación + Casa compartida + estacionamiento,130652707,Ana,,Ñuñoa,-33.469006,-70.58654,Private room,50000,1,0,,,1,179,0,19446084
583226366858631851,Alojamiento bien ubicado y en un lugar tranquilo,313080425,Natalia,,Santiago,-33.44983,-70.63543,Private room,45000,1,0,,,1,358,0,
583268945822481604,ACOGEDOR HOTEL SANTIAGO CENTRO - 3 CAMAS,382183291,Gloria Patricia,,Santiago,-33.44566,-70.63301,Private room,77857,1,1,2022-07-11,0.41,4,361,1,
583285038864898104,Departamento suite El Golf 3 Parking incluido,345429283,Miriam,,Las Condes,-33.41474,-70.5999,Entire home/apt,64286,1,4,2022-07-16,0.86,13,358,4,
583307187168642102,Arriendo mujer adulta dormitorio con baño privado,449725896,Paula,,Providencia,-33.43449,-70.59092,Private room,13000,90,0,,,1,362,0,
583323497760609117,Cómoda habitación privada con excelente ubicación,34871144,Hernan,,Las Condes,-33.400894,-70.565582,Private room,32000,1,0,,,1,334,0,
583397709514774962,Hermoso y cómodo departamento full equipado,285521024,Sebastian,,Santiago,-33.4383,-70.65477,Entire home/apt,45000,2,24,2022-09-18,4.47,1,260,24,
583426330378280792,"Excelente departamento, gran espacio y vistas",16224646,Carlos,,Macul,-33.48732,-70.59831,Entire home/apt,43000,1,12,2022-09-17,6.67,1,335,12,
583441484455943477,A03 Acogedor Apartamento 1 Dormitorio,25456737,Eugenio,,Santiago,-33.44138,-70.6418,Entire home/apt,58750,3,2,2022-08-08,1.13,3,294,2,
583674085305044949,Nuevo y Moderno  departamento  en plaza Egaña,135919025,Leopoldo,,Ñuñoa,-33.45372,-70.57269,Entire home/apt,70571,1,12,2022-08-28,1.94,1,344,12,
583817719218865279,Habitación Pasajero top,431215329,Jose Fermin,,Estación Central,-33.45836,-70.69611,Private room,21993,1,3,2022-07-22,0.54,1,365,3,
583850865983183115,Habitación en casa particular 2,89934254,Klaus,,Providencia,-33.44261,-70.60053,Private room,19500,7,8,2022-06-05,1.29,2,263,8,
583900665051404643,"Hermosa, Segura y Cerca de todo",389429730,Eduardo,,Huechuraba,-33.34992,-70.6781,Entire home/apt,105490,1,4,2022-06-04,0.72,1,81,4,
584062099754258770,"Departamento Emperador, segundo piso",430556246,Alejandra,,Santiago,-33.45179,-70.66479,Entire home/apt,80000,1,6,2022-08-29,1.54,1,344,6,
584129566835005825,Lindo Departamento en Las Condes,1666498,Pedro,,Las Condes,-33.413433,-70.585503,Entire home/apt,70000,4,0,,,6,364,0,
584245227630761680,Hermoso apartamento con estacionamiento incluido,168166420,Sebastian,,Las Condes,-33.41098,-70.60176,Entire home/apt,60000,2,12,2022-07-15,1.93,1,291,12,
584597083523180139,Habitacion privada en depto SOLOMUJERES/only woman,417691285,Javiera,,Recoleta,-33.42568,-70.64446,Private room,17000,1,4,2022-09-02,0.71,1,264,4,
584600354188599097,Habitación amplia y luminosa,27787781,Andrea,,Ñuñoa,-33.43926,-70.57762,Private room,22000,1,12,2022-09-21,1.96,1,0,12,
584732636093532450,Habitación  rodeada de naturaleza con baño privado,177211030,Adolfo,,San Miguel,-33.49255,-70.64373,Private room,18000,1,0,,,1,265,0,
584882653126512845,Hermoso Depto sector residencial Sta Marta Huchura,204544504,Gonzalo,,Huechuraba,-33.35315,-70.68137,Entire home/apt,90000,2,1,2022-08-28,1,1,112,1,
584991642611037657,Amplia Casa Remodelada 2 pisos + jardín.,416549760,Joaquin,,Lo Barnechea,-33.35323,-70.51096,Entire home/apt,125000,1,13,2022-09-15,3.15,1,341,13,
585411872593832356,Confortable dpto Ejercito consulta estacionamiento,34863201,Marina,,Santiago,-33.45607,-70.65953,Entire home/apt,50000,2,8,2022-09-15,1.47,2,343,8,
585635953997767755,"Departamento, 1 habitación, 1 baño, terraza.",217425295,Carla,,Macul,-33.48988,-70.61418,Entire home/apt,28429,2,7,2022-09-17,1.23,1,327,7,
586187406785381629,Cómodo departamento con excelente ubicación,161357872,Felipe,,Santiago,-33.44783,-70.63319,Entire home/apt,48000,1,11,2022-08-27,2.06,1,314,11,
586266426992891865,Lovely 1-bed appartment,377123149,Claudio,,Santiago,-33.45713,-70.66384,Entire home/apt,28000,20,26,2022-08-28,5.49,1,275,26,
586280911209483026,HERMOSO DEPARTAMENTO EN EL CENTRO De Santiago,430150273,Apartamento,,Santiago,-33.44978,-70.63975,Entire home/apt,34000,5,19,2022-09-03,3.29,1,331,19,
587129453269244939,Amplio departamento de 120 m2. 4 dormitorios.,198505925,Gonzalo,,Providencia,-33.43874,-70.63035,Entire home/apt,150000,3,6,2022-08-25,1.08,1,354,6,
587415972884809210,4) Depto estudio de 25m2 excelente ubicación,370794086,Pedro,,Las Condes,-33.42002,-70.58317,Entire home/apt,46296,30,3,2022-07-23,0.60,6,298,3,
587578643469977383,Hotel de Barrio en Plaza Ñuñoa,450618368,Hugo,,Ñuñoa,-33.45586,-70.59534,Private room,35000,2,6,2022-07-16,1.05,1,356,6,
587607665894021746,Cómodo apartamento cerca del metro Irarrazabal,231943165,Manuel,,Santiago,-33.45246,-70.63217,Entire home/apt,31571,2,8,2022-08-28,1.33,1,354,8,
587762267395829198,Nuevo y Completo c/ Excelente Ubicación Las Condes,121405426,Cristobal,,Las Condes,-33.39612,-70.55864,Entire home/apt,99900,4,3,2022-07-12,0.59,1,321,3,
588068693195113305,Cómodo departamento en Providencia Santiago,312881614,Christian,,Providencia,-33.422695,-70.609535,Entire home/apt,51000,2,19,2022-09-19,3.17,3,347,19,
588173356791894903,Acogedor estudio en Providencia,108813987,Magdalena,,Providencia,-33.42618,-70.61287,Entire home/apt,42679,1,4,2022-09-10,0.75,1,349,4,
588238218984937684,Habitación Privada en providencia,186412939,Ricardo,,Providencia,-33.43111,-70.62348,Private room,29006,1,2,2022-08-27,0.79,1,88,2,
588249668961503826,Residencial Casona Emilia 212,450762386,Casona,,Recoleta,-33.43235,-70.64161,Private room,52000,1,1,2022-09-02,1,3,365,1,
588318717676308975,Plaza H1,428090423,My,,Santiago,-33.43798,-70.65113,Private room,25000,1,0,,,36,365,0,
588334736606287380,Habitación amplia en departamento antiguo Santiago,245983001,Pedro,,Estación Central,-33.44596,-70.69077,Private room,26429,1,2,2022-09-13,0.46,2,333,2,
588424431872924423,Cómoda habitación en San Nicolás 2 San Miguel,450811719,Reinaldo,,San Miguel,-33.499416,-70.650749,Private room,29000,2,2,2022-07-02,0.35,1,365,2,
588436632221531590,Acogedor Departamento,75281376,Mauricio,,Las Condes,-33.39243,-70.55375,Entire home/apt,81200,3,4,2022-09-14,1.17,1,355,4,
588854503383723919,Departamento 1 dormitorio (3 pax) Parque Almagro,130514937,Glisett,,Santiago,-33.45094,-70.64693,Entire home/apt,30000,3,7,2022-08-13,1.17,5,288,7,
588988260548005480,Welcome to bedroom with view and private bathroom,447070368,Paulina,,Ñuñoa,-33.45584,-70.58521,Private room,16571,2,12,2022-09-01,2.03,1,232,12,
589035657652426623,Luminoso depto cercano a Patronato y Bellavista,432243895,Fany,,Recoleta,-33.42544,-70.63918,Entire home/apt,30000,5,6,2022-09-03,1.75,1,329,6,
589069686110488581,"Habitación con Cama King, closet y TV",167357409,Francisca,,Cerrillos,-33.50765,-70.70862,Private room,24000,1,1,2022-07-24,0.49,4,86,1,
589149344917384054,"Bellet Design - 2BR w/Pool, Gym & Parking",450964760,Karenina,,Providencia,-33.425671,-70.617859,Entire home/apt,88486,2,17,2022-09-09,3.07,1,317,17,
589213009240159164,1B apartment near restaurants (Hotel building),200224740,Lore,,Las Condes,-33.41685,-70.60241,Entire home/apt,50000,15,1,2022-04-29,0.20,1,0,1,
589348393241050097,HERMOSO DEPARTAMENTO CENTRO DE SANTIAGO. 4 PERSON,51966337,Valeria,,Santiago,-33.43844,-70.65448,Entire home/apt,56000,2,0,,,13,365,0,
589563781684395951,Apartamento piso bajo con vistas al jardín.,100057359,Felipe,,Santiago,-33.43876,-70.64358,Entire home/apt,51857,1,15,2022-09-11,2.56,15,363,15,
589638331673966617,7 metros Clínica Las Condes,101922238,Maria Carolina,,Las Condes,-33.38424,-70.53169,Entire home/apt,68000,1,13,2022-08-09,2.67,10,354,13,
589702497451074079,"El Colorado, con PiscinaTemperada edif Monteblanco",287196445,HomChile,,Lo Barnechea,-33.3488,-70.29223,Entire home/apt,228686,2,0,,,17,40,0,
589715141614443591,Un escondite en medio de la ciudad.,248723780,Pamela,,Quinta Normal,-33.43651,-70.70545,Private room,30000,1,1,2022-08-01,0.57,1,363,1,
589725327391490607,SKIOUT en ValleNevado 1D1B en Edificio Licancabur,287196445,HomChile,,Lo Barnechea,-33.35314,-70.24781,Entire home/apt,245837,2,3,2022-08-24,2.05,17,26,3,
589738724739066065,Departamento El Golf 1 dormitorio estacionamiento,345429283,Miriam,,Las Condes,-33.416,-70.60084,Entire home/apt,64286,1,2,2022-09-05,0.54,13,362,2,
589858173861160276,Acogedor y luminoso departamento en Las Lilas.,18227594,Juan Francisco,,Providencia,-33.42811,-70.59442,Entire home/apt,60000,7,1,2022-07-14,0.42,1,264,1,
589871636957089808,Suite Grecia con Terraza y Calefacción,331207256,Fabian,,Providencia,-33.42291,-70.6112,Entire home/apt,110000,2,16,2022-09-04,2.67,11,357,16,
590082607341408657,Metro Providencia Barrio Italia hab priv piscina,312154361,Arianne,,Providencia,-33.4391,-70.62712,Private room,36248,1,0,,,1,365,0,
590322063722478873,16Metros Clínica Las Condes,101922238,Maria Carolina,,Las Condes,-33.38428,-70.53147,Entire home/apt,97000,1,10,2022-09-11,1.71,10,324,10,
590412449004317314,Beautiful Apartment in Providencia /P. de Valdivia,451210383,Alejandro,,Providencia,-33.422333,-70.614014,Entire home/apt,76220,2,2,2022-08-19,0.46,1,310,2,
590462949878379428,HERMOSO DEPARTAMENTO CON ESTACIONAMIENTO INCLUIDO,51966337,Valeria,,Santiago,-33.43792,-70.65433,Entire home/apt,45000,1,4,2022-09-04,0.72,13,363,4,
590479080901908879,Valenzuela 406,172197278,Diego,,Providencia,-33.43566,-70.61676,Entire home/apt,114598,1,12,2022-09-04,2.43,39,153,12,Bromberg y Asociados Ltda. RUT
590559228075368160,Arrien departamentos amoblados,450767330,Danisa,,Santiago,-33.44258,-70.6439,Entire home/apt,35000,1,8,2022-09-11,3.12,1,359,8,
590574678166648024,Hermoso depto en Santiago centro equipado hasta 6,446969497,Carolina,,Santiago,-33.43727,-70.65447,Entire home/apt,60000,1,7,2022-09-11,1.60,7,352,7,
590581108700941924,Comfortable room for rent in excellent location.,449200102,Monica,,Las Condes,-33.41332,-70.57392,Private room,15000,6,4,2022-08-20,0.74,1,84,4,
